event_id,event_start_date,event_end_date,occurrence_year,occurrence_month,end_year,end_month,event_year,event_month,event_quarter,year_month,loss_amount_10k_cny,gross_loss_cny,recovery_amount_cny,net_loss_cny,log_gross_loss,loss_severity_bucket,is_high_loss,bank_involved_code_raw,num_banks_involved,primary_bank_code,province_occurred,city_occurred,causal_factor,event_type,business_line,event_duration_months,description
539,2005-12-01,2006-08-01,2005.0,12.0,2006.0,8.0,2005.0,12.0,4.0,2005-12,241.0,2410000.0,0.0,2410000.0,14.69513772040451,High,0,,0,,Liaoning,Jinzhou,People,Internal fraud,No business line,8.0,"Operational risk event: Internal fraud caused by People in No business line located in Liaoning, Jinzhou."
540,2002-12-01,2003-01-01,2002.0,12.0,2003.0,1.0,2002.0,12.0,4.0,2002-12,596.0,5960000.0,0.0,5960000.0,15.600581206826753,High,0,7,1,7,Hainan,Haikou,Process,"Execution, delivery & process management",Retail banking,1.0,"Operational risk event: Execution, delivery & process management caused by Process in Retail banking located in Hainan, Haikou."
541,2004-08-01,2004-09-01,2004.0,8.0,2004.0,9.0,2004.0,8.0,3.0,2004-08,12.66,126600.0,0.0,126600.0,11.748795687555171,Medium,0,6,1,6,Jiangsu,Xuzhou,Process,"Execution, delivery & process management",Commercial banking,1.0,"Operational risk event: Execution, delivery & process management caused by Process in Commercial banking located in Jiangsu, Xuzhou."
542,2004-12-01,,2004.0,12.0,2004.0,,2004.0,12.0,4.0,2004-12,3.0,30000.0,0.0,30000.0,10.308985993422082,Low,0,,0,,Hubei,Jingmen,Process,Employment practices and workplace safety,No business line,,"Operational risk event: Employment practices and workplace safety caused by Process in No business line located in Hubei, Jingmen."
543,2005-10-01,2005-10-01,2005.0,10.0,2005.0,10.0,2005.0,10.0,4.0,2005-10,12900.0,129000000.0,0.0,129000000.0,18.675322970077882,Critical,1,13,1,13,Shanghai,Shanghai,Process,"Execution, delivery & process management",Retail banking,0.0,"Operational risk event: Execution, delivery & process management caused by Process in Retail banking located in Shanghai, Shanghai."
544,2005-06-01,,2005.0,6.0,2018.0,,2005.0,6.0,2.0,2005-06,950.0,9500000.0,0.0,9500000.0,16.066802461833923,High,0,12,1,12,Beijing,Beijing,Process,"Execution, delivery & process management",Payment and settlement,,"Operational risk event: Execution, delivery & process management caused by Process in Payment and settlement located in Beijing, Beijing."
545,2005-01-01,2006-12-01,2005.0,1.0,2006.0,12.0,2005.0,1.0,1.0,2005-01,291.06,2910600.0,0.0,2910600.0,14.883870147033075,High,0,11,1,11,Henan,,Process,"Execution, delivery & process management",Trading & sales,23.0,"Operational risk event: Execution, delivery & process management caused by Process in Trading & sales located in Henan, Unknown city."
546,2006-06-01,2006-06-01,2006.0,6.0,2006.0,6.0,2006.0,6.0,2.0,2006-06,9700.0,97000000.0,0.0,97000000.0,18.390221546776935,Critical,1,11,1,11,Hubei,Wuhan,Process,"Execution, delivery & process management",Commercial banking,0.0,"Operational risk event: Execution, delivery & process management caused by Process in Commercial banking located in Hubei, Wuhan."
547,2007-03-01,2007-06-01,2007.0,3.0,2007.0,6.0,2007.0,3.0,1.0,2007-03,5682.86,56828600.0,0.0,56828600.0,17.855550295690687,Critical,1,11,1,11,Beijing,,Process,Internal fraud,Payment and settlement,3.0,"Operational risk event: Internal fraud caused by Process in Payment and settlement located in Beijing, Unknown city."
548,2006-04-01,,2006.0,4.0,2006.0,,2006.0,4.0,2.0,2006-04,27.0,270000.0,0.0,270000.0,12.506180941677357,Medium,0,,0,,Shanghai,Shanghai,Process,"Execution, delivery & process management",Agency services,,"Operational risk event: Execution, delivery & process management caused by Process in Agency services located in Shanghai, Shanghai."
549,2004-09-01,,2004.0,9.0,2004.0,,2004.0,9.0,3.0,2004-09,0.03,300.0,0.0,300.0,5.707110264748875,Low,0,4,1,4,Tianjin,Tianjin,System,"Clients, products & business practices",Retail banking,,"Operational risk event: Clients, products & business practices caused by System in Retail banking located in Tianjin, Tianjin."
550,2004-04-01,2004-04-01,2004.0,4.0,2004.0,4.0,2004.0,4.0,2.0,2004-04,1.09,10900.0,0.0,10900.0,9.296609807128359,Low,0,,0,,Zhejiang,Hangzhou,System,Business disruption and system failures,Retail banking,0.0,"Operational risk event: Business disruption and system failures caused by System in Retail banking located in Zhejiang, Hangzhou."
551,2005-04-01,,2005.0,4.0,2005.0,,2005.0,4.0,2.0,2005-04,6.0,60000.0,0.0,60000.0,11.002116507732017,Low,0,4,1,4,Fujian,Xiamen,System,External fraud,Retail banking,,"Operational risk event: External fraud caused by System in Retail banking located in Fujian, Xiamen."
552,2005-01-01,2005-03-01,2005.0,1.0,2005.0,3.0,2005.0,1.0,1.0,2005-01,16.0,160000.0,0.0,160000.0,11.982935344196433,Medium,0,5,1,5,Beijing,Beijing,System,"Clients, products & business practices",Retail banking,2.0,"Operational risk event: Clients, products & business practices caused by System in Retail banking located in Beijing, Beijing."
553,2005-07-01,2005-07-01,2005.0,7.0,2005.0,7.0,2005.0,7.0,3.0,2005-07,1.4,14000.0,0.0,14000.0,9.546884034617925,Low,0,,0,,Liaoning,Dandong,System,Employment practices and workplace safety,No business line,0.0,"Operational risk event: Employment practices and workplace safety caused by System in No business line located in Liaoning, Dandong."
554,2005-07-01,,2005.0,7.0,2005.0,,2005.0,7.0,3.0,2005-07,6.25,62500.0,0.0,62500.0,11.042937835596494,Low,0,4,1,4,Fujian,Xiamen,System,External fraud,Retail banking,,"Operational risk event: External fraud caused by System in Retail banking located in Fujian, Xiamen."
555,2006-04-01,2006-04-01,2006.0,4.0,2006.0,4.0,2006.0,4.0,2.0,2006-04,17.5,175000.0,0.0,175000.0,12.07254696717504,Medium,0,,0,,Guangdong,Guangzhou,System,Business disruption and system failures,Retail banking,0.0,"Operational risk event: Business disruption and system failures caused by System in Retail banking located in Guangdong, Guangzhou."
556,,2003-12-01,2000.0,,2003.0,12.0,,,,NaT,393.24,3932400.0,0.0,3932400.0,15.184760738772503,High,0,7,1,7,Chongqing,Chongqing,External event,External fraud,Retail banking,,"Operational risk event: External fraud caused by External event in Retail banking located in Chongqing, Chongqing."
557,1999-12-01,2003-06-01,1999.0,12.0,2003.0,6.0,1999.0,12.0,4.0,1999-12,11000.0,110000000.0,0.0,110000000.0,18.5159909328476,Critical,1,7,1,7,Beijing,Beijing,External event,External fraud,Commercial banking,42.0,"Operational risk event: External fraud caused by External event in Commercial banking located in Beijing, Beijing."
558,,,2003.0,,2003.0,,,,,NaT,9.0,90000.0,0.0,90000.0,11.407576060361786,Low,0,7,1,7,Jilin,Changchun,External event,Damage to physical assets,Retail banking,,"Operational risk event: Damage to physical assets caused by External event in Retail banking located in Jilin, Changchun."
559,2003-02-01,2003-02-01,2003.0,2.0,2003.0,2.0,2003.0,2.0,1.0,2003-02,25.0,250000.0,0.0,250000.0,12.429220196836383,Medium,0,7,1,7,Yunnan,Kunming,External event,Employment practices and workplace safety,Retail banking,0.0,"Operational risk event: Employment practices and workplace safety caused by External event in Retail banking located in Yunnan, Kunming."
560,2003-05-01,2003-08-01,2003.0,5.0,2003.0,8.0,2003.0,5.0,2.0,2003-05,0.3442,3442.0,0.0,3442.0,8.144098463338524,Low,0,7,1,7,Shanghai,Shanghai,External event,"Clients, products & business practices",Retail banking,3.0,"Operational risk event: Clients, products & business practices caused by External event in Retail banking located in Shanghai, Shanghai."
561,2002-06-01,2003-11-01,2002.0,6.0,2003.0,11.0,2002.0,6.0,2.0,2002-06,2270.0,22700000.0,0.0,22700000.0,16.937875526504495,Critical,1,"5,6,7,58",4,5,Liaoning,Huludao,External event,External fraud,Retail banking,17.0,"Operational risk event: External fraud caused by External event in Retail banking located in Liaoning, Huludao."
562,2003-05-01,2003-05-01,2003.0,5.0,2003.0,5.0,2003.0,5.0,2.0,2003-05,1.007,10069.999999999998,0.0,10069.999999999998,9.217415285648144,Low,0,8,1,8,Shanghai,Shanghai,External event,"Execution, delivery & process management",Retail banking,0.0,"Operational risk event: Execution, delivery & process management caused by External event in Retail banking located in Shanghai, Shanghai."
563,2003-04-01,2003-04-01,2003.0,4.0,2003.0,4.0,2003.0,4.0,2.0,2003-04,10.0,100000.0,0.0,100000.0,11.51293546492023,Medium,0,8,1,8,Liaoning,Jinzhou,External event,External fraud,Retail banking,0.0,"Operational risk event: External fraud caused by External event in Retail banking located in Liaoning, Jinzhou."
564,2003-04-01,2003-04-01,2003.0,4.0,2003.0,4.0,2003.0,4.0,2.0,2003-04,148.2175,1482175.0,0.0,1482175.0,14.209021836221492,High,0,5,1,5,Shanxi,Linfen,External event,External fraud,Payment and settlement,0.0,"Operational risk event: External fraud caused by External event in Payment and settlement located in Shanxi, Linfen."
565,2002-03-01,2003-03-01,2002.0,3.0,2003.0,3.0,2002.0,3.0,1.0,2002-03,1000.0,10000000.0,0.0,10000000.0,16.118095750958314,Critical,1,5,1,5,Shanxi,Linfen,External event,External fraud,Payment and settlement,12.0,"Operational risk event: External fraud caused by External event in Payment and settlement located in Shanxi, Linfen."
566,2003-12-01,2003-12-01,2003.0,12.0,2003.0,12.0,2003.0,12.0,4.0,2003-12,0.8,8000.0,0.0,8000.0,8.987321812850125,Low,0,5,1,5,Jiangsu,Wuxi,External event,External fraud,Retail banking,0.0,"Operational risk event: External fraud caused by External event in Retail banking located in Jiangsu, Wuxi."
567,2000-05-01,2001-09-01,2000.0,5.0,2001.0,9.0,2000.0,5.0,2.0,2000-05,350.0,3500000.0,0.0,3500000.0,15.068273812173887,High,0,5,1,5,Guizhou,,External event,External fraud,Commercial banking,16.0,"Operational risk event: External fraud caused by External event in Commercial banking located in Guizhou, Unknown city."
568,,,2003.0,,2003.0,,,,,NaT,40.0,400000.0,0.0,400000.0,12.899222326086994,Medium,0,5,1,5,Guangdong,,External event,Damage to physical assets,No business line,,"Operational risk event: Damage to physical assets caused by External event in No business line located in Guangdong, Unknown city."
569,2002-08-01,,2002.0,8.0,2003.0,,2002.0,8.0,3.0,2002-08,142.37,1423700.0,0.0,1423700.0,14.168770376996758,High,0,5,1,5,Chongqing,Chongqing,External event,External fraud,Retail banking,,"Operational risk event: External fraud caused by External event in Retail banking located in Chongqing, Chongqing."
570,2000-10-01,2003-02-01,2000.0,10.0,2003.0,2.0,2000.0,10.0,4.0,2000-10,199.0,1990000.0,0.0,1990000.0,14.503645699213111,High,0,"7,9",2,7,Fujian,Xiamen,External event,External fraud,Retail banking,28.0,"Operational risk event: External fraud caused by External event in Retail banking located in Fujian, Xiamen."
571,,,2001.0,,2003.0,,,,,NaT,98000.0,980000000.0,0.0,980000000.0,20.7030631306493,Critical,1,153,1,153,Shanghai,Shanghai,External event,External fraud,Commercial banking,,"Operational risk event: External fraud caused by External event in Commercial banking located in Shanghai, Shanghai."
572,2003-08-01,,2003.0,8.0,2003.0,,2003.0,8.0,3.0,2003-08,735.0,7350000.0,0.0,7350000.0,15.810211007243431,High,0,4,1,4,Beijing,Beijing,External event,External fraud,Retail banking,,"Operational risk event: External fraud caused by External event in Retail banking located in Beijing, Beijing."
573,2003-09-01,,2003.0,9.0,2006.0,,2003.0,9.0,3.0,2003-09,500.0,5000000.0,0.0,5000000.0,15.424948670398354,High,0,"7,11",2,7,Beijing,Beijing,External event,External fraud,Retail banking,,"Operational risk event: External fraud caused by External event in Retail banking located in Beijing, Beijing."
574,2002-06-01,2003-05-01,2002.0,6.0,2003.0,5.0,2002.0,6.0,2.0,2002-06,8900.0,89000000.0,0.0,89000000.0,18.30414693893237,Critical,1,21,1,21,Hongkong,,External event,External fraud,Commercial banking,11.0,"Operational risk event: External fraud caused by External event in Commercial banking located in Hongkong, Unknown city."
575,,,2004.0,,2004.0,,,,,NaT,650.0,6500000.0,0.0,6500000.0,15.687312888712007,High,0,4,1,4,Beijing,Beijing,External event,"Execution, delivery & process management",Commercial banking,,"Operational risk event: Execution, delivery & process management caused by External event in Commercial banking located in Beijing, Beijing."
576,2004-12-01,2004-12-01,2004.0,12.0,2004.0,12.0,2004.0,12.0,4.0,2004-12,24.48,244800.0,0.0,244800.0,12.408200914579284,Medium,0,4,1,4,Beijing,Beijing,External event,External fraud,Retail banking,0.0,"Operational risk event: External fraud caused by External event in Retail banking located in Beijing, Beijing."
577,2001-09-01,,2001.0,9.0,2004.0,,2001.0,9.0,3.0,2001-09,34.9,349000.0,0.0,349000.0,12.762830066509972,Medium,0,6,1,6,Guangdong,Guangzhou,External event,External fraud,Retail banking,,"Operational risk event: External fraud caused by External event in Retail banking located in Guangdong, Guangzhou."
578,2004-07-01,2004-08-01,2004.0,7.0,2004.0,8.0,2004.0,7.0,3.0,2004-07,152.0,1520000.0,0.0,1520000.0,14.23422155071698,High,0,6,1,6,Shaanxi,Xi'an,External event,External fraud,Payment and settlement,1.0,"Operational risk event: External fraud caused by External event in Payment and settlement located in Shaanxi, Xi'an."
579,2002-09-01,2003-09-01,2002.0,9.0,2003.0,9.0,2002.0,9.0,3.0,2002-09,457.0,4570000.0,0.0,4570000.0,15.335023981688744,High,0,11,1,11,Fujian,Fuzhou,External event,External fraud,Commercial banking,12.0,"Operational risk event: External fraud caused by External event in Commercial banking located in Fujian, Fuzhou."
580,2003-12-01,2004-03-01,2003.0,12.0,2004.0,3.0,2003.0,12.0,4.0,2003-12,70000.0,700000000.0,0.0,700000000.0,20.36659089443625,Critical,1,18,1,18,,,External event,External fraud,Commercial banking,3.0,"Operational risk event: External fraud caused by External event in Commercial banking located in Unknown province, Unknown city."
581,2003-08-01,2004-07-01,2003.0,8.0,2004.0,7.0,2003.0,8.0,3.0,2003-08,546.11,5461100.0,0.0,5461100.0,15.51316097574444,High,0,"5,22",2,5,Beijing,Beijing,External event,External fraud,Retail banking,11.0,"Operational risk event: External fraud caused by External event in Retail banking located in Beijing, Beijing."
582,2004-03-01,2004-05-01,2004.0,3.0,2004.0,5.0,2004.0,3.0,1.0,2004-03,6.0,60000.0,0.0,60000.0,11.002116507732017,Low,0,,0,,Liaoning,Dalian,External event,External fraud,Retail banking,2.0,"Operational risk event: External fraud caused by External event in Retail banking located in Liaoning, Dalian."
583,,,2004.0,,2004.0,,,,,NaT,0.2,2000.0,0.0,2000.0,7.601402334583733,Low,0,12,1,12,Fujian,Fuzhou,External event,Damage to physical assets,No business line,,"Operational risk event: Damage to physical assets caused by External event in No business line located in Fujian, Fuzhou."
584,2004-02-01,2004-07-01,2004.0,2.0,2004.0,7.0,2004.0,2.0,1.0,2004-02,5.0,50000.0,0.0,50000.0,10.819798284210286,Low,0,10,1,10,Beijing,Beijing,External event,External fraud,Retail banking,5.0,"Operational risk event: External fraud caused by External event in Retail banking located in Beijing, Beijing."
585,,,2004.0,,2004.0,,,,,NaT,0.6,6000.0,0.0,6000.0,8.699681400989514,Low,0,,0,,Sichuan,Leshan,External event,External fraud,Retail banking,,"Operational risk event: External fraud caused by External event in Retail banking located in Sichuan, Leshan."
586,2004-03-01,2004-04-01,2004.0,3.0,2004.0,4.0,2004.0,3.0,1.0,2004-03,4.8,48000.0,0.0,48000.0,10.778977123006351,Low,0,,0,,,,External event,External fraud,Retail banking,1.0,"Operational risk event: External fraud caused by External event in Retail banking located in Unknown province, Unknown city."
587,2004-01-01,2004-01-01,2004.0,1.0,2004.0,1.0,2004.0,1.0,1.0,2004-01,9.264,92640.0,0.0,92640.0,11.436487087221792,Low,0,,0,,Shanghai,Shanghai,External event,External fraud,Payment and settlement,0.0,"Operational risk event: External fraud caused by External event in Payment and settlement located in Shanghai, Shanghai."
588,,,2004.0,,2004.0,,,,,NaT,50.0,500000.0,0.0,500000.0,13.122365377402328,Medium,0,,0,,Zhejiang,Jinhua,External event,External fraud,Payment and settlement,,"Operational risk event: External fraud caused by External event in Payment and settlement located in Zhejiang, Jinhua."
589,2004-11-01,2004-12-01,2004.0,11.0,2004.0,12.0,2004.0,11.0,4.0,2004-11,30.0,300000.0,0.0,300000.0,12.611541086966115,Medium,0,,0,,Fujian,Fuzhou,External event,External fraud,Retail banking,1.0,"Operational risk event: External fraud caused by External event in Retail banking located in Fujian, Fuzhou."
590,2003-09-01,2004-06-01,2003.0,9.0,2004.0,6.0,2003.0,9.0,3.0,2003-09,200.0,2000000.0,0.0,2000000.0,14.508658238524095,High,0,,0,,Jiangsu,Nanjing,External event,External fraud,Payment and settlement,9.0,"Operational risk event: External fraud caused by External event in Payment and settlement located in Jiangsu, Nanjing."
591,2002-05-01,2004-12-01,2002.0,5.0,2004.0,12.0,2002.0,5.0,2.0,2002-05,738.0,7380000.0,0.0,7380000.0,15.814284332078001,High,0,,0,,Zhejiang,,External event,External fraud,Retail banking,31.0,"Operational risk event: External fraud caused by External event in Retail banking located in Zhejiang, Unknown city."
592,2001-02-01,2004-07-01,2001.0,2.0,2004.0,7.0,2001.0,2.0,1.0,2001-02,1700.0,17000000.0,0.0,17000000.0,16.648723960844016,Critical,1,,0,,Jiangsu,Nanjing,External event,External fraud,Commercial banking,41.0,"Operational risk event: External fraud caused by External event in Commercial banking located in Jiangsu, Nanjing."
593,2004-05-01,2004-12-01,2004.0,5.0,2004.0,12.0,2004.0,5.0,2.0,2004-05,1300.0,13000000.0,0.0,13000000.0,16.380459992348886,Critical,1,,0,,Tianjin,Tianjin,External event,External fraud,Commercial banking,7.0,"Operational risk event: External fraud caused by External event in Commercial banking located in Tianjin, Tianjin."
594,1999-09-01,2004-01-01,1999.0,9.0,2004.0,1.0,1999.0,9.0,3.0,1999-09,12000.0,120000000.0,0.0,120000000.0,18.603002309079653,Critical,1,,0,,Hunan,Chenzhou,External event,External fraud,Commercial banking,52.0,"Operational risk event: External fraud caused by External event in Commercial banking located in Hunan, Chenzhou."
595,2004-03-01,,2004.0,3.0,2004.0,,2004.0,3.0,1.0,2004-03,27500.0,275000000.0,0.0,275000000.0,19.432281659267208,Critical,1,,0,,Shanghai,Shanghai,External event,External fraud,Payment and settlement,,"Operational risk event: External fraud caused by External event in Payment and settlement located in Shanghai, Shanghai."
596,2004-12-01,,2004.0,12.0,,,2004.0,12.0,4.0,2004-12,65300.0,653000000.0,0.0,653000000.0,20.2970876887721,Critical,1,5,1,5,Shandong,,External event,External fraud,Commercial banking,,"Operational risk event: External fraud caused by External event in Commercial banking located in Shandong, Unknown city."
597,2004-09-01,2004-10-01,2004.0,9.0,2004.0,10.0,2004.0,9.0,3.0,2004-09,2.5706,25706.000000000004,0.0,25706.000000000004,10.154518607337229,Low,0,,0,,Hainan,,External event,External fraud,Retail banking,1.0,"Operational risk event: External fraud caused by External event in Retail banking located in Hainan, Unknown city."
598,2007-03-01,2007-03-01,2007.0,3.0,2007.0,3.0,2007.0,3.0,1.0,2007-03,0.63,6300.0,0.0,6300.0,8.748463629942055,Low,0,,0,,Anhui,Ma'anshan,External event,External fraud,Retail banking,0.0,"Operational risk event: External fraud caused by External event in Retail banking located in Anhui, Ma'anshan."
599,2003-12-01,2004-12-01,2003.0,12.0,2004.0,12.0,2003.0,12.0,4.0,2003-12,100.0,1000000.0,0.0,1000000.0,13.815511557963774,High,0,,0,,Henan,Kaifeng,External event,External fraud,Retail banking,12.0,"Operational risk event: External fraud caused by External event in Retail banking located in Henan, Kaifeng."
600,2004-12-01,2004-12-01,2004.0,12.0,2004.0,12.0,2004.0,12.0,4.0,2004-12,1.5,15000.0,0.0,15000.0,9.61587214452889,Low,0,,0,,Hubei,Wuhan,External event,External fraud,Retail banking,0.0,"Operational risk event: External fraud caused by External event in Retail banking located in Hubei, Wuhan."
601,2004-11-01,2004-11-01,2004.0,11.0,2004.0,11.0,2004.0,11.0,4.0,2004-11,1.5,15000.0,0.0,15000.0,9.61587214452889,Low,0,,0,,Heilongjiang,Harbin,External event,External fraud,Retail banking,0.0,"Operational risk event: External fraud caused by External event in Retail banking located in Heilongjiang, Harbin."
602,2004-10-01,2004-11-01,2004.0,10.0,2004.0,11.0,2004.0,10.0,4.0,2004-10,300.0,3000000.0,0.0,3000000.0,14.914123179965662,High,0,,0,,Guangdong,Dongguan,External event,External fraud,Retail banking,1.0,"Operational risk event: External fraud caused by External event in Retail banking located in Guangdong, Dongguan."
603,2003-08-01,2004-05-01,2003.0,8.0,2004.0,5.0,2003.0,8.0,3.0,2003-08,41.0,410000.0,0.0,410000.0,12.923914877701906,Medium,0,,0,,Shanghai,Shanghai,External event,External fraud,Retail banking,9.0,"Operational risk event: External fraud caused by External event in Retail banking located in Shanghai, Shanghai."
604,2004-09-01,,2004.0,9.0,2004.0,,2004.0,9.0,3.0,2004-09,3000.0,30000000.0,0.0,30000000.0,17.216707972959764,Critical,1,,0,,Chongqing,Chongqing,External event,Damage to physical assets,No business line,,"Operational risk event: Damage to physical assets caused by External event in No business line located in Chongqing, Chongqing."
605,2004-02-01,,2004.0,2.0,2004.0,,2004.0,2.0,1.0,2004-02,40.0,400000.0,0.0,400000.0,12.899222326086994,Medium,0,153,1,153,Tianjin,Tianjin,External event,External fraud,Retail banking,,"Operational risk event: External fraud caused by External event in Retail banking located in Tianjin, Tianjin."
606,2004-05-01,,2004.0,5.0,2004.0,,2004.0,5.0,2.0,2004-05,400.0,4000000.0,0.0,4000000.0,15.201805169084134,High,0,,0,,Shandong,Qingdao,External event,External fraud,Commercial banking,,"Operational risk event: External fraud caused by External event in Commercial banking located in Shandong, Qingdao."
607,2000-08-01,2004-07-01,2000.0,8.0,2004.0,7.0,2000.0,8.0,3.0,2000-08,34.98,349799.99999999994,0.0,349799.99999999994,12.765119700338996,Medium,0,5,1,5,Guangdong,Foshan,External event,External fraud,Retail banking,47.0,"Operational risk event: External fraud caused by External event in Retail banking located in Guangdong, Foshan."
608,2002-07-01,2004-05-01,2002.0,7.0,2004.0,5.0,2002.0,7.0,3.0,2002-07,80000.0,800000000.0,0.0,800000000.0,20.500122286882203,Critical,1,58,1,58,Liaoning,Huludao,External event,External fraud,Asset management,22.0,"Operational risk event: External fraud caused by External event in Asset management located in Liaoning, Huludao."
609,2003-10-01,2004-04-01,2003.0,10.0,2004.0,4.0,2003.0,10.0,4.0,2003-10,6.0,60000.0,0.0,60000.0,11.002116507732017,Low,0,14,1,14,Shanghai,Shanghai,External event,External fraud,Retail banking,6.0,"Operational risk event: External fraud caused by External event in Retail banking located in Shanghai, Shanghai."
610,2005-05-01,2005-08-01,2005.0,5.0,2005.0,8.0,2005.0,5.0,2.0,2005-05,181.0,1810000.0,0.0,1810000.0,14.408837955728044,High,0,4,1,4,Jilin,Changchun,External event,External fraud,No business line,3.0,"Operational risk event: External fraud caused by External event in No business line located in Jilin, Changchun."
611,2004-02-01,2004-03-01,2004.0,2.0,2004.0,3.0,2004.0,2.0,1.0,2004-02,500.0,5000000.0,0.0,5000000.0,15.424948670398354,High,0,153,1,153,Shaanxi,Ankang,External event,External fraud,Commercial banking,1.0,"Operational risk event: External fraud caused by External event in Commercial banking located in Shaanxi, Ankang."
612,2005-06-01,2005-06-01,2005.0,6.0,2005.0,6.0,2005.0,6.0,2.0,2005-06,25.0,250000.0,0.0,250000.0,12.429220196836383,Medium,0,,0,,Gansu,Lanzhou,External event,External fraud,Retail banking,0.0,"Operational risk event: External fraud caused by External event in Retail banking located in Gansu, Lanzhou."
613,2005-07-01,2005-07-01,2005.0,7.0,2005.0,7.0,2005.0,7.0,3.0,2005-07,2.0,20000.0,0.0,20000.0,9.90353755128617,Low,0,153,1,153,Shandong,Qingdao,External event,External fraud,Retail banking,0.0,"Operational risk event: External fraud caused by External event in Retail banking located in Shandong, Qingdao."
614,2005-03-01,2005-10-01,2005.0,3.0,2005.0,10.0,2005.0,3.0,1.0,2005-03,21453.045,214530449.99999997,0.0,214530449.99999997,19.183962248960558,Critical,1,8,1,8,Shanghai,Shanghai,External event,External fraud,Commercial banking,7.0,"Operational risk event: External fraud caused by External event in Commercial banking located in Shanghai, Shanghai."
615,2005-09-01,2005-10-01,2005.0,9.0,2005.0,10.0,2005.0,9.0,3.0,2005-09,84.0,840000.0,0.0,840000.0,13.641158361294979,Medium,0,,0,,Beijing,Beijing,External event,External fraud,Retail banking,1.0,"Operational risk event: External fraud caused by External event in Retail banking located in Beijing, Beijing."
616,2005-08-01,2005-08-01,2005.0,8.0,2005.0,8.0,2005.0,8.0,3.0,2005-08,39.7,397000.0,0.0,397000.0,12.891694078557842,Medium,0,42,1,42,Shaanxi,Xi'an,External event,External fraud,Retail banking,0.0,"Operational risk event: External fraud caused by External event in Retail banking located in Shaanxi, Xi'an."
617,,,2006.0,,2006.0,,,,,NaT,7000.0,70000000.0,0.0,70000000.0,18.064005814299346,Critical,1,5,1,5,Beijing,Beijing,External event,External fraud,Commercial banking,,"Operational risk event: External fraud caused by External event in Commercial banking located in Beijing, Beijing."
618,2003-10-01,2006-04-01,2003.0,10.0,2006.0,4.0,2003.0,10.0,4.0,2003-10,30000.0,300000000.0,0.0,300000000.0,19.519293035953808,Critical,1,6,1,6,Hubei,Yichang,External event,External fraud,Commercial banking,30.0,"Operational risk event: External fraud caused by External event in Commercial banking located in Hubei, Yichang."
619,,2006-07-01,,,2006.0,7.0,,,,NaT,12000.0,120000000.0,0.0,120000000.0,18.603002309079653,Critical,1,"6,15",2,6,Sichuan,Chengdu,External event,External fraud,Commercial banking,,"Operational risk event: External fraud caused by External event in Commercial banking located in Sichuan, Chengdu."
620,2005-10-01,2006-07-01,2005.0,10.0,2006.0,7.0,2005.0,10.0,4.0,2005-10,24000.0,240000000.0,0.0,240000000.0,19.29614948547293,Critical,1,"6,15",2,6,Sichuan,Chengdu,External event,External fraud,Commercial banking,9.0,"Operational risk event: External fraud caused by External event in Commercial banking located in Sichuan, Chengdu."
621,,,2006.0,,,,,,,NaT,500000.0,5000000000.0,0.0,5000000000.0,22.33270374958051,Critical,1,10,1,10,Shanghai,Shanghai,External event,External fraud,Commercial banking,,"Operational risk event: External fraud caused by External event in Commercial banking located in Shanghai, Shanghai."
622,2006-09-01,2006-11-01,2006.0,9.0,2006.0,11.0,2006.0,9.0,3.0,2006-09,1.27,12700.0,0.0,12700.0,9.44943600950432,Low,0,,0,,Shandong,Yantai,External event,External fraud,Retail banking,2.0,"Operational risk event: External fraud caused by External event in Retail banking located in Shandong, Yantai."
623,2006-02-01,,2006.0,2.0,2006.0,,2006.0,2.0,1.0,2006-02,1.54,15400.0,0.0,15400.0,9.642187721358466,Low,0,,0,,Jilin,Jilin,External event,External fraud,Retail banking,,"Operational risk event: External fraud caused by External event in Retail banking located in Jilin, Jilin."
624,2006-04-01,2006-04-01,2006.0,4.0,2006.0,4.0,2006.0,4.0,2.0,2006-04,0.71,7100.0,0.0,7100.0,8.867990898182093,Low,0,,0,,Zhejiang,Zhoushan,External event,External fraud,Retail banking,0.0,"Operational risk event: External fraud caused by External event in Retail banking located in Zhejiang, Zhoushan."
625,2006-01-01,,2006.0,1.0,2006.0,,2006.0,1.0,1.0,2006-01,25.0,250000.0,0.0,250000.0,12.429220196836383,Medium,0,,0,,Liaoning,Shenyang,External event,External fraud,Retail banking,,"Operational risk event: External fraud caused by External event in Retail banking located in Liaoning, Shenyang."
626,2006-06-01,,2006.0,6.0,,,2006.0,6.0,2.0,2006-06,83.0,830000.0,0.0,830000.0,13.629182184591333,Medium,0,,0,,Hubei,Wuhan,External event,External fraud,Commercial banking,,"Operational risk event: External fraud caused by External event in Commercial banking located in Hubei, Wuhan."
627,2006-09-01,2006-11-01,2006.0,9.0,2006.0,11.0,2006.0,9.0,3.0,2006-09,99.0,990000.0,0.0,990000.0,13.805461232211272,Medium,0,,0,,Shandong,Linyi,External event,External fraud,Commercial banking,2.0,"Operational risk event: External fraud caused by External event in Commercial banking located in Shandong, Linyi."
628,2006-12-01,2006-12-01,2006.0,12.0,2006.0,12.0,2006.0,12.0,4.0,2006-12,10.0,100000.0,0.0,100000.0,11.51293546492023,Medium,0,,0,,Shaanxi,Xi'an,External event,External fraud,Retail banking,0.0,"Operational risk event: External fraud caused by External event in Retail banking located in Shaanxi, Xi'an."
